製品名 ,ワイヤレス筋電センサ（乾式＋加速度） ,,,,,
3296,-0.1923,1.2403,-0.2249,-0.6619,,0.1923
3297,-0.1247,1.266,-0.2378,-0.6491,,0.1247
3298,-0.1105,1.3302,-0.2378,-0.5976,,0.1105
3299,-0.1939,1.3945,-0.2635,-0.5719,,0.1939
3300,-0.3321,1.4331,-0.2635,-0.5334,,0.3321
3301,-0.3114,1.4845,-0.2635,-0.5077,,0.3114
3302,-0.292,1.523,-0.2763,-0.4434,,0.292
3303,-1.089,1.5873,-0.2763,-0.4306,,1.089
3304,-1.5334,1.613,-0.2763,-0.392,,1.5334
3305,-0.9391,1.6259,-0.2763,-0.4049,,0.9391
3306,0.0843,1.6773,-0.2892,-0.4306,,0.0843
3307,0.9631,1.6773,-0.2763,-0.4434,,0.9631
3308,1.4571,1.7287,-0.2892,-0.4563,,1.4571
3309,1.1301,1.7415,-0.2763,-0.4434,,1.1301
3310,0.2803,1.7415,-0.2763,-0.4306,,0.2803
3311,-0.0512,1.7672,-0.2763,-0.4177,,0.0512
3312,-0.0207,1.7929,-0.2635,-0.4177,,0.0207
3313,-0.0664,1.8058,-0.2378,-0.4177,,0.0664
3314,-0.1378,1.8186,-0.2378,-0.4049,,0.1378
3315,-0.117,1.8444,-0.2378,-0.4049,,0.117
3316,-0.1649,1.8572,-0.2378,-0.4049,,0.1649
3317,-0.1407,1.8829,-0.2378,-0.4049,,0.1407
3318,-0.1075,1.9215,-0.2378,-0.3663,,0.1075
3319,-0.0697,1.9215,-0.2378,-0.3792,,0.0697
3320,-0.042,1.9472,-0.2378,-0.4049,,0.042
3321,-0.0067,1.9857,-0.2506,-0.4306,,0.0067
3322,-0.0526,2.0243,-0.2506,-0.4306,,0.0526
3323,0.0155,2.0886,-0.2763,-0.4434,,0.0155
3324,0.0198,2.1271,-0.2763,-0.4691,,0.0198
3325,0.0482,2.1528,-0.2763,-0.4948,,0.0482
3326,0.1496,2.1528,-0.2892,-0.5205,,0.1496
3327,0.1788,2.1143,-0.2892,-0.5077,,0.1788
3328,0.2224,2.0886,-0.2892,-0.5462,,0.2224
3329,0.2057,2.0371,-0.2763,-0.5462,,0.2057
3330,0.1625,1.9986,-0.2763,-0.5591,,0.1625
3331,-0.1871,1.96,-0.2892,-0.5719,,0.1871
3332,-0.2248,1.9215,-0.302,-0.6105,,0.2248
3333,-0.2471,1.9086,-0.3149,-0.5976,,0.2471
3334,-0.1995,1.8701,-0.3277,-0.5976,,0.1995
3335,-0.1164,1.8444,-0.3534,-0.6105,,0.1164
3336,-0.0567,1.8186,-0.392,-0.5848,,0.0567
3337,-0.075,1.8186,-0.4306,-0.5848,,0.075
3338,-0.0958,1.8058,-0.482,-0.5848,,0.0958
3339,-0.0193,1.7929,-0.5077,-0.5719,,0.0193
3340,0.0495,1.7801,-0.5462,-0.5719,,0.0495
3341,0.0508,1.7544,-0.5719,-0.5462,,0.0508
3342,0.1288,1.7544,-0.5976,-0.5591,,0.1288
3343,0.1252,1.7287,-0.6234,-0.5205,,0.1252
3344,0.1031,1.7287,-0.6619,-0.4948,,0.1031
3345,0.1009,1.7158,-0.6876,-0.4434,,0.1009
3346,0.0089,1.7287,-0.7133,-0.4177,,0.0089
3347,0.0657,1.7158,-0.7262,-0.392,,0.0657
3348,0.0268,1.7801,-0.7519,-0.3663,,0.0268
3349,0.057,1.7544,-0.7647,-0.3277,,0.057
3350,-0.0999,1.7672,-0.739,-0.2892,,0.0999
3351,-0.2012,1.7544,-0.7519,-0.2506,,0.2012
3352,-0.3452,1.7672,-0.7519,-0.2121,,0.3452
3353,-0.3396,1.7415,-0.739,-0.2378,,0.3396
3354,-0.2379,1.7158,-0.7133,-0.1607,,0.2379
3355,-0.1392,1.6773,-0.7005,-0.135,,0.1392
3356,-0.0826,1.613,-0.6619,-0.1092,,0.0826
3357,-0.0297,1.5359,-0.6234,-0.0964,,0.0297
3358,-0.0195,1.4716,-0.5848,-0.0835,,0.0195
3359,0.048,1.3945,-0.5462,-0.0835,,0.048
3360,0.0755,1.3302,-0.5205,-0.0835,,0.0755
3361,0.1206,1.2403,-0.4691,-0.0707,,0.1206
3362,0.0815,1.1889,-0.4049,-0.045,,0.0815
3363,0.0442,1.1246,-0.3663,-0.0578,,0.0442
3364,0.0768,1.0089,-0.3406,-0.0835,,0.0768
3365,0.1255,0.919,-0.2635,-0.1092,,0.1255
3366,0.1655,0.8161,-0.1992,-0.1478,,0.1655
3367,0.1554,0.7005,-0.135,-0.1864,,0.1554
3368,0.1826,0.5719,-0.0835,-0.2378,,0.1826
3369,0.1328,0.4306,-0.0321,-0.3534,,0.1328
3370,0.1016,0.2763,0.0578,-0.4691,,0.1016
3371,0.1387,0.1221,0.1221,-0.5591,,0.1387
3372,-0.1099,-0.0193,0.1864,-0.7133,,0.1099
3373,-0.0589,-0.1735,0.2506,-0.8547,,0.0589
3374,-0.0643,-0.302,0.302,-1.0475,,0.0643
3375,-0.0594,-0.4049,0.3792,-1.2146,,0.0594
3376,-0.0325,-0.4948,0.4177,-1.4202,,0.0325
3377,-0.0453,-0.5848,0.4691,-1.6002,,0.0453
3378,-0.0711,-0.6491,0.5334,-1.7929,,0.0711
3379,-0.1087,-0.7262,0.5848,-1.9857,,0.1087
3380,-0.173,-0.8033,0.6362,-2.1785,,0.173
3381,-0.31,-0.8547,0.6876,-2.4099,,0.31
3382,-0.3565,-0.9061,0.739,-2.577,,0.3565
3383,-0.2419,-0.9447,0.7776,-2.7569,,0.2419
3384,-0.1756,-1.0089,0.7904,-2.8597,,0.1756
3385,-0.0662,-1.0346,0.8033,-2.924,,0.0662
3386,0.0535,-1.0732,0.8033,-2.9625,,0.0535
3387,-0.1001,-1.1118,0.8033,-2.9882,,0.1001
3388,-0.1613,-1.1246,0.7776,-2.9368,,0.1613
3389,0.0192,-1.1375,0.7519,-2.924,,0.0192
3390,0.1349,-1.1632,0.7519,-2.8597,,0.1349
3391,0.2043,-1.1632,0.7133,-2.8469,,0.2043
3392,0.2778,-1.1503,0.6876,-2.7697,,0.2778
3393,0.1761,-1.1503,0.6748,-2.7569,,0.1761
3394,0.0164,-1.1503,0.6619,-2.7183,,0.0164
3395,-0.1372,-1.1503,0.6619,-2.7183,,0.1372
3396,-0.2451,-1.1632,0.6491,-2.7312,,0.2451
3397,-0.0214,-1.176,0.6491,-2.7312,,0.0214
3398,0.0323,-1.2017,0.6619,-2.7055,,0.0323
3399,-0.0508,-1.2531,0.6619,-2.6926,,0.0508
3400,-0.111,-1.2917,0.6491,-2.7183,,0.111
3401,-0.1258,-1.3817,0.6748,-2.6541,,0.1258
3402,-0.2022,-1.4716,0.6876,-2.6155,,0.2022
3403,-0.2115,-1.5744,0.7133,-2.5255,,0.2115
3404,-0.2204,-1.7287,0.7262,-2.4484,,0.2204
3405,-0.2361,-1.8829,0.7519,-2.3199,,0.2361
3406,-0.2185,-2.0628,0.7647,-2.2171,,0.2185
3407,-0.2562,-2.2556,0.7776,-2.0628,,0.2562
3408,-0.3316,-2.4613,0.7904,-1.9215,,0.3316
3409,-0.218,-2.6798,0.8033,-1.7415,,0.218
3410,-0.0235,-2.924,0.8033,-1.5744,,0.0235
3411,0.161,-3.1425,0.7904,-1.4074,,0.161
3412,0.2603,-3.3481,0.7647,-1.2531,,0.2603
3413,0.3976,-3.5409,0.739,-1.0732,,0.3976
3414,0.4924,-3.708,0.7005,-0.9575,,0.4924
3415,0.5386,-3.8494,0.6619,-0.8418,,0.5386
3416,0.532,-3.9522,0.6105,-0.7519,,0.532
3417,0.5388,-3.9779,0.5848,-0.6876,,0.5388
3418,0.4573,-3.9522,0.5719,-0.6876,,0.4573
3419,0.3423,-3.8879,0.5591,-0.739,,0.3423
3420,0.2712,-3.7594,0.5591,-0.8033,,0.2712
3421,0.2379,-3.5409,0.5591,-0.9575,,0.2379
3422,0.1332,-3.271,0.5848,-1.086,,0.1332
3423,0.0283,-2.924,0.6234,-1.2531,,0.0283
3424,0.079,-2.5512,0.6491,-1.4459,,0.079
3425,0.0927,-2.1271,0.7005,-1.613,,0.0927
3426,0.0112,-1.6259,0.7647,-1.7287,,0.0112
3427,-0.1014,-1.1503,0.829,-1.8186,,0.1014
3428,-0.1857,-0.7005,0.9061,-1.8444,,0.1857
3429,-0.2639,-0.2249,0.9961,-1.8701,,0.2639
3430,-0.3224,0.1735,1.086,-1.8572,,0.3224
3431,-0.3009,0.5848,1.1889,-1.8058,,0.3009
3432,-0.1997,0.9447,1.2788,-1.7415,,0.1997
3433,-0.024,1.2531,1.3817,-1.6901,,0.024
3434,-0.0562,1.5359,1.4331,-1.6259,,0.0562
3435,-0.0536,1.7801,1.4973,-1.6002,,0.0536
3436,-0.0851,1.9857,1.5359,-1.6002,,0.0851
3437,-0.0609,2.1914,1.5487,-1.6516,,0.0609
3438,0.0412,2.3713,1.523,-1.703,,0.0412
3439,0.0783,2.5255,1.523,-1.7801,,0.0783
3440,0.1467,2.6798,1.4588,-1.8829,,0.1467
3441,0.1002,2.8083,1.3945,-2.0243,,0.1002
3442,0.1214,2.8983,1.2788,-2.14,,0.1214
3443,0.0628,3.0011,1.176,-2.2685,,0.0628
3444,-0.0686,3.0911,1.0346,-2.397,,0.0686
3445,0.0195,3.1682,0.9061,-2.5898,,0.0195
3446,0.169,3.2196,0.7519,-2.8083,,0.169
3447,0.3248,3.2581,0.6105,-2.9882,,0.3248
3448,0.3474,3.271,0.4691,-3.1553,,0.3474
3449,0.2375,3.271,0.3663,-3.3353,,0.2375
3450,0.2687,3.2581,0.2763,-3.5023,,0.2687
3451,0.3035,3.2581,0.1735,-3.6052,,0.3035
3452,0.3078,3.2453,0.0964,-3.708,,0.3078
3453,0.2815,3.2453,-0.0064,-3.7594,,0.2815
3454,0.2052,3.2581,-0.0835,-3.7337,,0.2052
3455,-0.1618,3.2581,-0.1735,-3.7208,,0.1618
3456,-0.4321,3.2324,-0.2506,-3.6052,,0.4321
3457,-0.3668,3.2196,-0.3277,-3.4766,,0.3668
3458,-0.2577,3.2067,-0.392,-3.3224,,0.2577
3459,-0.3013,3.1682,-0.4434,-3.1425,,0.3013
3460,-0.3092,3.1296,-0.4563,-2.9882,,0.3092
3461,-0.2679,3.0654,-0.5077,-2.8469,,0.2679
3462,-0.2814,3.0139,-0.5205,-2.7183,,0.2814
3463,-0.1795,2.9754,-0.5205,-2.577,,0.1795
3464,-0.127,2.8726,-0.5205,-2.4484,,0.127
3465,-0.1254,2.8083,-0.482,-2.3328,,0.1254
3466,-0.1701,2.7183,-0.4563,-2.2428,,0.1701
3467,-0.1565,2.6284,-0.4049,-2.1657,,0.1565
3468,0.0343,2.5384,-0.3663,-2.1143,,0.0343
3469,0.1603,2.4613,-0.3277,-2.0886,,0.1603
3470,0.2401,2.3842,-0.2763,-2.0371,,0.2401
3471,0.4173,2.2942,-0.2249,-2.0243,,0.4173
3472,0.557,2.2171,-0.1864,-2.0114,,0.557
3473,0.6232,2.1271,-0.135,-2.0114,,0.6232
3474,0.3971,2.0628,-0.0964,-1.9857,,0.3971
3475,0.1603,1.9857,-0.0321,-1.9857,,0.1603
3476,-0.0312,1.9086,-0.0064,-1.9857,,0.0312
3477,-0.2563,1.8444,0.0321,-1.9215,,0.2563
3478,-0.3308,1.8186,0.0707,-1.8444,,0.3308
3479,-0.4056,1.7158,0.1221,-1.7672,,0.4056
3480,-0.4984,1.6516,0.1735,-1.6644,,0.4984
3481,-0.586,1.5744,0.2121,-1.5616,,0.586
3482,-0.3994,1.4845,0.2378,-1.4588,,0.3994
3483,-0.2082,1.4331,0.2635,-1.3431,,0.2082
3484,-0.2184,1.3688,0.2892,-1.2146,,0.2184
3485,-0.2605,1.3174,0.3277,-1.1246,,0.2605
3486,-0.2613,1.266,0.3534,-1.0218,,0.2613
3487,0.2451,1.2017,0.3663,-0.9575,,0.2451
3488,0.463,1.176,0.4049,-0.8933,,0.463
3489,0.3907,1.1375,0.4177,-0.8418,,0.3907
3490,0.3416,1.086,0.4563,-0.7904,,0.3416
3491,0.389,1.0603,0.4691,-0.7776,,0.389
3492,0.5755,1.0603,0.482,-0.7904,,0.5755
3493,0.6547,1.0475,0.4948,-0.7647,,0.6547
3494,0.529,1.0218,0.5334,-0.7519,,0.529
3495,0.4192,1.0089,0.5591,-0.7647,,0.4192
3496,0.5546,1.0218,0.5848,-0.7776,,0.5546
3497,0.4543,1.0089,0.6105,-0.8033,,0.4543
3498,0.2301,0.9961,0.6234,-0.829,,0.2301
3499,0.0983,1.0218,0.6234,-0.8547,,0.0983
3500,0.0336,1.0218,0.6234,-0.8547,,0.0336
3501,-0.1387,1.0346,0.6362,-0.9061,,0.1387
3502,-0.3324,1.0346,0.6491,-0.919,,0.3324
3503,-0.3804,1.086,0.6491,-0.919,,0.3804
3504,-0.4573,1.0732,0.6491,-0.9318,,0.4573
3505,-0.5306,1.086,0.6748,-0.9575,,0.5306
3506,-0.4803,1.1118,0.6619,-0.9575,,0.4803
3507,-0.3994,1.1503,0.6619,-0.9961,,0.3994
3508,-0.3913,1.1889,0.6362,-0.9961,,0.3913
3509,-0.3388,1.2274,0.6234,-1.0218,,0.3388
3510,-0.325,1.2531,0.5848,-1.0218,,0.325
3511,-0.2265,1.3174,0.5976,-1.0218,,0.2265
3512,-0.1269,1.3431,0.5848,-1.0475,,0.1269
3513,0.1959,1.356,0.5334,-1.0218,,0.1959
3514,0.4173,1.3817,0.5205,-1.0346,,0.4173
3515,0.533,1.4074,0.482,-0.9961,,0.533
3516,0.6604,1.4331,0.4563,-0.9832,,0.6604
3517,0.6213,1.4331,0.4049,-0.9704,,0.6213
3518,0.4847,1.4459,0.3663,-0.9447,,0.4847
3519,0.192,1.4716,0.2892,-0.9061,,0.192
3520,-0.0122,1.4331,0.2635,-0.8804,,0.0122
3521,-0.1009,1.3945,0.1992,-0.8418,,0.1009
3522,-0.1994,1.3817,0.135,-0.8033,,0.1994
3523,-0.2136,1.4074,0.045,-0.7262,,0.2136
3524,-0.1942,1.3817,-0.0193,-0.6619,,0.1942
3525,-0.2856,1.3688,-0.0964,-0.6105,,0.2856
3526,-0.3271,1.3431,-0.1607,-0.5462,,0.3271
3527,-0.3152,1.2788,-0.1992,-0.4563,,0.3152
3528,-0.2566,1.2274,-0.2506,-0.3792,,0.2566
3529,-0.1649,1.1503,-0.3277,-0.3406,,0.1649
3530,-0.1164,1.0346,-0.3792,-0.2763,,0.1164
3531,0.1225,1.0346,-0.4049,-0.1992,,0.1225
3532,0.2599,1.0089,-0.4434,-0.0964,,0.2599
3533,0.4584,0.9447,-0.4691,-0.0321,,0.4584
3534,0.4071,0.9061,-0.4948,0.0835,,0.4071
3535,0.3489,0.8418,-0.5077,0.1864,,0.3489
3536,0.0056,0.7519,-0.4948,0.2635,,0.0056
3537,-0.0053,0.6748,-0.4691,0.3792,,0.0053
3538,-0.0142,0.5848,-0.482,0.4691,,0.0142
3539,-0.0391,0.5334,-0.4948,0.5205,,0.0391
3540,-0.1907,0.4691,-0.482,0.6105,,0.1907
3541,-0.3451,0.4049,-0.482,0.7005,,0.3451
3542,-0.2111,0.3792,-0.4563,0.739,,0.2111
3543,-0.1546,0.3534,-0.4434,0.7776,,0.1546
3544,-0.0254,0.3277,-0.4177,0.8418,,0.0254
3545,-0.039,0.302,-0.4049,0.8547,,0.039
3546,-0.027,0.2892,-0.3534,0.8547,,0.027
3547,0.0902,0.2635,-0.3149,0.8933,,0.0902
3548,0.2784,0.302,-0.2763,0.8804,,0.2784
3549,0.4672,0.2378,-0.2506,0.8547,,0.4672
3550,0.3949,0.2121,-0.1992,0.8804,,0.3949
3551,0.173,0.1864,-0.1478,0.8676,,0.173
3552,0.0365,0.1735,-0.0964,0.8418,,0.0365
3553,-0.0669,0.1607,-0.045,0.8033,,0.0669
3554,-0.1565,0.1478,-0.0064,0.7519,,0.1565
3555,-0.106,0.1478,0.0321,0.7005,,0.106
3556,-0.1826,0.1607,0.0964,0.6619,,0.1826
3557,-0.2248,0.1478,0.1092,0.6234,,0.2248
3558,-0.0411,0.1607,0.135,0.5462,,0.0411
3559,0.1651,0.1735,0.1607,0.4948,,0.1651
3560,0.3781,0.1864,0.1735,0.392,,0.3781
3561,0.3848,0.1607,0.1992,0.3149,,0.3848
3562,0.2473,0.1992,0.2249,0.2506,,0.2473
3563,0.125,0.2763,0.2249,0.1607,,0.125
3564,-0.1324,0.2506,0.2378,0.045,,0.1324
3565,-0.1402,0.2763,0.2249,-0.0193,,0.1402
3566,-0.0075,0.3277,0.2249,-0.1607,,0.0075
3567,0.0097,0.3663,0.2249,-0.2635,,0.0097
3568,0.0345,0.4306,0.1992,-0.392,,0.0345
3569,-0.0226,0.482,0.1864,-0.4948,,0.0226
3570,-0.0986,0.5462,0.135,-0.5976,,0.0986
3571,-0.1152,0.5976,0.0964,-0.7519,,0.1152
3572,-0.118,0.6748,0.0578,-0.8804,,0.118
3573,-0.1027,0.7519,-0.0064,-0.9961,,0.1027
3574,0.0109,0.8161,-0.0707,-1.1246,,0.0109
3575,0.2457,0.8933,-0.1221,-1.2274,,0.2457
3576,0.2682,0.9704,-0.1735,-1.2917,,0.2682
3577,0.1548,1.0475,-0.2506,-1.4202,,0.1548
3578,0.1451,1.1375,-0.3277,-1.4845,,0.1451
3579,-0.0809,1.2403,-0.392,-1.5744,,0.0809
3580,-0.1302,1.3302,-0.4691,-1.6387,,0.1302
3581,-0.1263,1.4202,-0.5334,-1.6901,,0.1263
3582,-0.0872,1.5102,-0.6105,-1.7287,,0.0872
3583,-0.105,1.6002,-0.6748,-1.7801,,0.105
3584,0.0349,1.703,-0.739,-1.8444,,0.0349
3585,0.0206,1.8058,-0.8033,-1.8572,,0.0206
3586,0.0748,1.9086,-0.8547,-1.9215,,0.0748
3587,0.2189,1.9986,-0.9061,-1.9343,,0.2189
3588,-0.0324,2.1657,-0.919,-1.9729,,0.0324
3589,-0.0495,2.2171,-0.9575,-1.9986,,0.0495
3590,0.0074,2.3199,-0.9704,-2.0628,,0.0074
3591,-0.0299,2.4227,-0.9575,-2.0757,,0.0299
3592,-0.3691,2.5127,-0.9447,-2.0757,,0.3691
3593,-0.7769,2.5898,-0.9447,-2.0886,,0.7769
3594,-0.9047,2.7055,-0.9318,-2.0757,,0.9047
3595,-1.0382,2.7826,-0.8933,-2.0757,,1.0382
3596,-1.1329,2.8726,-0.8547,-2.0886,,1.1329
3597,-0.44,2.9497,-0.8161,-2.0628,,0.44
3598,0.4077,3.0139,-0.7262,-2.0757,,0.4077
3599,0.9783,3.0911,-0.6619,-2.05,,0.9783
3600,1.4325,3.1682,-0.5976,-2.05,,1.4325
3601,1.3428,3.2067,-0.5462,-2.0114,,1.3428
3602,1.0149,3.2196,-0.4691,-1.9729,,1.0149
3603,0.4924,3.2581,-0.4049,-1.9343,,0.4924
3604,0.3194,3.2581,-0.3277,-1.8701,,0.3194
3605,-0.0079,3.2453,-0.2635,-1.8315,,0.0079
3606,-0.0887,3.2453,-0.1864,-1.7544,,0.0887
3607,-0.0096,3.2067,-0.1221,-1.6773,,0.0096
3608,-0.2436,3.1939,-0.0707,-1.6002,,0.2436
3609,-0.4877,3.1682,-0.0064,-1.523,,0.4877
3610,-0.5436,3.1425,0.0578,-1.4074,,0.5436
3611,-0.2452,3.0782,0.0964,-1.3302,,0.2452
3612,-0.0823,3.0011,0.1221,-1.1889,,0.0823
3613,0.0563,2.9111,0.135,-1.0475,,0.0563
3614,0.2794,2.8083,0.1478,-0.8933,,0.2794
3615,0.5411,2.6798,0.135,-0.7005,,0.5411
3616,0.5406,2.5255,0.1221,-0.5077,,0.5406
3617,0.2219,2.3713,0.1092,-0.3406,,0.2219
3618,-0.0818,2.1914,0.0835,-0.1478,,0.0818
3619,-0.741,1.9729,0.0835,0.0707,,0.741
3620,-1.6721,1.6901,0.1092,0.2378,,1.6721
3621,-2.3484,1.4074,0.135,0.4049,,2.3484
3622,-1.5885,1.1375,0.2121,0.5334,,1.5885
3623,-0.5518,0.8033,0.302,0.5719,,0.5518
3624,0.1995,0.4691,0.4177,0.5848,,0.1995
3625,0.4571,0.135,0.5462,0.5205,,0.4571
3626,0.2112,-0.1992,0.7262,0.3792,,0.2112
3627,0.3656,-0.5077,0.8804,0.1735,,0.3656
3628,1.0775,-0.8161,1.0475,-0.0964,,1.0775
3629,1.5057,-1.0732,1.2017,-0.4049,,1.5057
3630,0.9024,-1.3302,1.3174,-0.6876,,0.9024
3631,0.6109,-1.5744,1.3817,-1.0346,,0.6109
3632,0.1786,-1.7929,1.4459,-1.3045,,0.1786
3633,-1.6106,-1.9986,1.4202,-1.6259,,1.6106
3634,-2.0311,-2.2813,1.3817,-1.8701,,2.0311
3635,-2.0258,-2.5255,1.3045,-2.1014,,2.0258
3636,-0.328,-2.8469,1.2274,-2.3585,,0.328
3637,1.6577,-3.3224,1.1246,-2.5898,,1.6577
3638,2.4,-3.7465,0.9961,-2.7183,,2.4
3639,2.4,-4.0165,0.8547,-2.8083,,2.4
3640,0.2159,-4.1964,0.7005,-2.7569,,0.2159
3641,-2.254,-4.3506,0.6234,-2.6027,,2.254
3642,-2.4001,-4.4534,0.5848,-2.3713,,2.4001
3643,-2.0273,-4.5177,0.5848,-2.0886,,2.0273
3644,-0.3862,-4.5177,0.6234,-1.7544,,0.3862
3645,1.5902,-4.5049,0.6748,-1.4202,,1.5902
3646,2.4,-4.4277,0.7262,-1.1246,,2.4
3647,2.4,-4.3249,0.7776,-0.9061,,2.4
3648,2.4,-4.2092,0.8161,-0.7262,,2.4
3649,1.7125,-4.0936,0.829,-0.6362,,1.7125
3650,0.4639,-3.965,0.8418,-0.6234,,0.4639
3651,-0.7107,-3.7723,0.8161,-0.6491,,0.7107
3652,-1.2501,-3.6309,0.7904,-0.7262,,1.2501
3653,-1.7976,-3.4381,0.7519,-0.8161,,1.7976
3654,-2.4001,-3.2196,0.7005,-0.9961,,2.4001
3655,-2.4001,-2.9882,0.6619,-1.1246,,2.4001
3656,-1.0206,-2.7569,0.6234,-1.2917,,1.0206
3657,0.7265,-2.5384,0.5976,-1.4459,,0.7265
3658,2.0957,-2.307,0.5848,-1.6259,,2.0957
3659,2.4,-2.0886,0.5719,-1.7544,,2.4
3660,1.8951,-1.8444,0.5976,-1.8829,,1.8951
3661,1.1044,-1.613,0.6234,-1.9729,,1.1044
3662,0.4774,-1.3945,0.6362,-2.0371,,0.4774
3663,0.2819,-1.1503,0.6491,-2.0757,,0.2819
3664,-0.7247,-0.919,0.6619,-2.0886,,0.7247
3665,-1.3262,-0.7133,0.6876,-2.0886,,1.3262
3666,-1.8983,-0.5205,0.7005,-2.0628,,1.8983
3667,-1.8811,-0.3277,0.7005,-1.9986,,1.8811
3668,-0.0927,-0.135,0.6876,-1.9472,,0.0927
3669,1.6054,0.0321,0.6876,-1.9086,,1.6054
3670,2.1579,0.2249,0.6619,-1.9086,,2.1579
3671,1.8485,0.4049,0.6362,-1.9343,,1.8485
3672,-0.4154,0.5848,0.6362,-1.9857,,0.4154
3673,-2.4001,0.7647,0.6234,-2.05,,2.4001
3674,-2.4001,0.8933,0.6105,-2.1271,,2.4001
3675,-2.4001,1.0089,0.6105,-2.2042,,2.4001
3676,-2.4001,1.1246,0.5976,-2.2813,,2.4001
3677,0.145,1.2403,0.5848,-2.3199,,0.145
3678,2.4,1.3688,0.5591,-2.3842,,2.4
3679,2.4,1.4202,0.5334,-2.397,,2.4
3680,2.3578,1.4845,0.5205,-2.4613,,2.3578
3681,1.0351,1.5102,0.5077,-2.4356,,1.0351
3682,0.6784,1.4845,0.482,-2.4227,,0.6784
3683,0.3526,1.5102,0.4563,-2.4227,,0.3526
3684,0.6942,1.4973,0.4434,-2.397,,0.6942
3685,1.0585,1.4973,0.4306,-2.397,,1.0585
3686,0.8377,1.4845,0.4306,-2.3585,,0.8377
3687,0.8349,1.4973,0.4434,-2.3842,,0.8349
3688,0.4091,1.523,0.4434,-2.397,,0.4091
3689,0.0451,1.523,0.4434,-2.4099,,0.0451
3690,0.1445,1.5359,0.4563,-2.3842,,0.1445
3691,0.5162,1.5744,0.482,-2.3713,,0.5162
3692,1.3667,1.5873,0.4691,-2.3842,,1.3667
3693,2.131,1.613,0.4691,-2.3842,,2.131
3694,2.01,1.6516,0.4691,-2.3328,,2.01
3695,1.3321,1.6773,0.4434,-2.3456,,1.3321
3696,-0.4415,1.6901,0.4306,-2.2942,,0.4415
3697,-1.9806,1.703,0.4177,-2.2685,,1.9806
3698,-2.4001,1.703,0.4049,-2.2299,,2.4001
3699,-2.4001,1.703,0.3792,-2.2428,,2.4001
3700,-1.7166,1.703,0.3663,-2.1914,,1.7166
3701,-2.1167,1.7158,0.3534,-2.1914,,2.1167
3702,-1.586,1.7158,0.3406,-2.1785,,1.586
3703,-0.6074,1.7287,0.3277,-2.1785,,0.6074
3704,1.4029,1.7158,0.3149,-2.14,,1.4029
3705,2.4,1.703,0.3149,-2.1271,,2.4
3706,2.4,1.6901,0.3149,-2.1014,,2.4
3707,2.2704,1.6773,0.3149,-2.0886,,2.2704
3708,0.9813,1.6773,0.3277,-2.0628,,0.9813
3709,-0.3923,1.6516,0.3149,-2.0371,,0.3923
3710,-1.1528,1.6516,0.3149,-2.0114,,1.1528
3711,-1.5792,1.6259,0.302,-2.0114,,1.5792
3712,-1.4222,1.613,0.3149,-1.9729,,1.4222
3713,-0.4742,1.6002,0.3277,-1.9472,,0.4742
3714,0.2131,1.5744,0.3406,-1.9215,,0.2131
3715,0.706,1.5487,0.3277,-1.8958,,0.706
3716,0.9999,1.5359,0.3277,-1.8701,,0.9999
3717,0.9673,1.523,0.3406,-1.8315,,0.9673
3718,0.7472,1.5359,0.3277,-1.7929,,0.7472
3719,0.7811,1.4845,0.3277,-1.7801,,0.7811
3720,0.4268,1.4716,0.3277,-1.7158,,0.4268
3721,-0.0911,1.4588,0.3277,-1.6516,,0.0911
3722,-0.3874,1.4459,0.3277,-1.6259,,0.3874
3723,-0.3669,1.4331,0.3277,-1.6002,,0.3669
3724,-0.3643,1.4331,0.3149,-1.5487,,0.3643
3725,-0.2687,1.3817,0.3277,-1.5359,,0.2687
3726,-0.1789,1.356,0.3277,-1.523,,0.1789
3727,-0.1502,1.356,0.302,-1.4973,,0.1502
3728,-0.1012,1.3431,0.302,-1.4331,,0.1012
3729,-0.1083,1.3045,0.2892,-1.4331,,0.1083
3730,-0.1246,1.3045,0.2763,-1.4074,,0.1246
3731,-0.1305,1.2917,0.2635,-1.356,,0.1305
3732,-0.1493,1.3045,0.2506,-1.3431,,0.1493
3733,-0.2275,1.3045,0.2249,-1.3045,,0.2275
3734,-0.3133,1.3045,0.1992,-1.2788,,0.3133
3735,-0.2901,1.3045,0.2121,-1.2403,,0.2901
3736,-0.2112,1.2788,0.1992,-1.2146,,0.2112
3737,-0.0946,1.2917,0.1735,-1.1503,,0.0946
3738,0.0163,1.2917,0.1607,-1.1118,,0.0163
3739,-0.0334,1.2917,0.1607,-1.0989,,0.0334
3740,-0.1324,1.266,0.1478,-1.0475,,0.1324
3741,-0.2442,1.266,0.1221,-1.0218,,0.2442
3742,-0.2297,1.266,0.1092,-0.9575,,0.2297
3743,-0.0578,1.266,0.1092,-0.9318,,0.0578
3744,-0.0086,1.2531,0.0835,-0.8804,,0.0086
3745,-0.9813,1.2531,0.0707,-0.8676,,0.9813
3746,-1.2319,1.2917,0.045,-0.8418,,1.2319
3747,-0.675,1.3174,0.0193,-0.8418,,0.675
3748,0.3273,1.3688,-0.0064,-0.8161,,0.3273
3749,1.2597,1.4331,-0.0193,-0.7776,,1.2597
3750,1.3692,1.4845,-0.0321,-0.7904,,1.3692
3751,0.8773,1.5744,-0.045,-0.7776,,0.8773
3752,0.2969,1.6259,-0.0707,-0.7647,,0.2969
